symbol,trade_num,entry_utc,exit_utc,entry_price,exit_price,size,pnl_usd,exit_module
BTC/USD,60,2025-12-19 19:00,2025-12-22 14:00,"87,377.57","89,524.11",0.0008583,+1.24,ATR
BTC/USD,61,2025-12-22 13:00,2025-12-22 15:00,"90,431.76","89,194.23",0.0008293,-1.62,ATR
BTC/USD,62,2025-12-22 15:00,2025-12-22 19:00,"90,287.48","88,860.50",0.0008307,-1.78,ATR
BTC/USD,63,2025-12-22 23:00,2025-12-23 06:00,"88,865.74","87,348.91",0.000844,-1.88,ATR
BTC/USD,64,2025-12-23 01:00,2025-12-23 06:00,"88,918.33","87,439.66",0.0008435,-1.84,ATR
BTC/USD,65,2025-12-29 05:00,2025-12-29 09:00,"90,133.63","89,032.13",0.0008321,-1.51,ATR
BTC/USD,66,2025-12-30 22:00,2026-01-04 00:00,"88,416.53","90,505.31",0.0008483,+1.16,ATR
BTC/USD,67,2025-12-31 00:00,2025-12-31 20:00,"88,588.70","87,360.47",0.0008466,-1.64,ATR
BTC/USD,68,2026-01-01 23:00,2026-01-04 00:00,"88,728.32","90,505.31",0.0008453,+0.90,ATR
BTC/USD,69,2026-01-02 06:00,2026-01-04 00:00,"88,810.78","90,505.31",0.0008445,+0.83,ATR
BTC/USD,70,2026-01-02 11:00,2026-01-05 01:00,"90,005.81","92,401.49",0.0008333,+1.39,ATR
BTC/USD,71,2026-01-02 13:00,2026-01-05 00:00,"89,619.39","91,529.69",0.0008369,+0.99,ATR
BTC/USD,72,2026-01-02 20:00,2026-01-05 01:00,"90,251.85","92,401.49",0.000831,+1.18,ATR
BTC/USD,73,2026-01-03 00:00,2026-01-05 01:00,"90,199.32","92,401.49",0.0008315,+1.22,ATR
BTC/USD,74,2026-01-03 06:00,2026-01-05 01:00,"89,718.88","92,401.49",0.0008359,+1.63,ATR
BTC/USD,75,2026-01-03 10:00,2026-01-05 01:00,"90,015.58","92,401.49",0.0008332,+1.38,ATR
BTC/USD,76,2026-01-04 14:00,2026-01-05 04:00,"91,477.53","93,135.58",0.0008199,+0.75,ATR
BTC/USD,77,2026-01-05 02:00,2026-01-06 17:00,"93,250.61","91,944.49",0.0008043,-1.65,ATR
BTC/USD,78,2026-01-05 08:00,2026-01-07 18:00,"92,897.35","90,824.42",0.0008073,-2.27,ATR
BTC/USD,79,2026-01-05 17:00,2026-01-07 15:00,"93,958.09","91,222.64",0.0007982,-2.77,ATR
BTC/USD,80,2026-01-06 00:00,2026-01-06 17:00,"94,161.47","91,879.63",0.0007965,-2.41,ATR
BTC/USD,81,2026-01-06 04:00,2026-01-06 17:00,"93,989.43","92,034.51",0.000798,-2.15,ATR
BTC/USD,82,2026-01-13 20:00,2026-01-14 18:00,"94,189.60","96,362.57",0.0007963,+1.12,ATR
BTC/USD,83,2026-01-14 01:00,2026-01-18 23:00,"95,290.50","93,637.61",0.0007871,-1.90,ATR
BTC/USD,84,2026-01-14 05:00,2026-01-18 23:00,"95,255.78","93,724.97",0.0007874,-1.80,ATR
BTC/USD,85,2026-01-15 08:00,2026-01-16 15:00,"96,649.27","95,042.47",0.000776,-1.84,ATR
BTC/USD,86,2026-01-16 02:00,2026-01-16 15:00,"95,711.90","94,299.23",0.0007836,-1.70,ATR
BTC/USD,87,2026-01-18 23:00,2026-01-18 23:00,"95,554.21","94,715.09",0.0007849,-1.26,ATR
BTC/USD,88,2026-01-21 00:00,2026-01-23 17:00,"88,475.52","90,026.44",0.0008477,+0.71,ATR
BTC/USD,89,2026-01-28 22:00,2026-01-29 02:00,"89,475.34","87,986.62",0.0008382,-1.84,ATR
BTC/USD,90,2026-01-29 18:00,2026-01-30 01:00,"84,349.17","82,298.16",0.0008892,-2.42,ATR
BTC/USD,91,2026-01-31 17:00,2026-01-31 17:00,"80,462.06","78,281.37",0.0009321,-2.62,ATR
BTC/USD,92,2026-02-09 03:00,2026-02-09 10:00,"70,700.58","68,851.94",0.001061,-2.55,ATR
BTC/USD,93,2026-02-09 06:00,2026-02-09 10:00,"70,975.47","69,263.86",0.001057,-2.40,ATR
BTC/USD,94,2026-02-21 19:00,2026-02-22 00:00,"68,602.00","67,824.13",0.001093,-1.45,ATR
BTC/USD,95,2026-02-26 09:00,2026-02-27 11:00,"68,022.81","66,415.71",0.001103,-2.36,ATR
BTC/USD,96,2026-02-26 23:00,2026-02-27 12:00,"67,575.91","65,911.97",0.00111,-2.44,ATR
BTC/USD,97,2026-03-01 11:00,2026-03-02 15:00,"66,514.51","67,877.73",0.001128,+0.93,ATR
BTC/USD,98,2026-03-03 00:00,2026-03-03 08:00,"68,915.57","67,043.19",0.001088,-2.63,ATR
BTC/USD,99,2026-03-03 02:00,2026-03-03 08:00,"68,737.98","66,948.84",0.001091,-2.54,ATR
BTC/USD,100,2026-03-04 13:00,2026-03-04 23:00,"71,343.27","72,414.91",0.001051,+0.52,ATR
BTC/USD,101,2026-03-04 19:00,2026-03-05 15:00,"73,721.22","71,571.87",0.001017,-2.78,ATR
BTC/USD,102,2026-03-05 02:00,2026-03-05 17:00,"72,627.73","70,698.52",0.001033,-2.58,ATR
BTC/USD,103,2026-03-05 06:00,2026-03-05 17:00,"72,403.28","70,610.12",0.001036,-2.45,ATR
BTC/USD,104,2026-03-05 09:00,2026-03-05 17:00,"72,424.29","70,662.61",0.001036,-2.42,ATR
BTC/USD,105,2026-03-05 14:00,2026-03-05 17:00,"72,526.71","70,754.46",0.001034,-2.43,ATR
BTC/USD,106,2026-03-05 21:00,2026-03-06 13:00,"71,307.89","69,519.37",0.001052,-2.47,ATR
BTC/USD,107,2026-03-05 23:00,2026-03-06 13:00,"71,251.99","69,566.50",0.001053,-2.37,ATR
BTC/USD,108,2026-03-10 08:00,2026-03-13 14:00,"70,530.25","72,629.59",0.001063,+1.62,ATR
BTC/USD,109,2026-03-10 13:00,2026-03-13 14:00,"70,560.86","72,629.59",0.001063,+1.59,ATR
BTC/USD,110,2026-03-10 16:00,2026-03-10 22:00,"71,368.97","69,457.37",0.001051,-2.60,ATR
BTC/USD,111,2026-03-10 20:00,2026-03-13 14:00,"70,059.37","72,629.59",0.001071,+2.14,ATR
BTC/USD,112,2026-03-11 00:00,2026-03-13 14:00,"69,935.65","72,629.59",0.001072,+2.28,ATR
BTC/USD,113,2026-03-11 05:00,2026-03-13 14:00,"70,199.48","72,629.59",0.001068,+1.99,ATR
BTC/USD,114,2026-03-13 09:00,2026-03-13 22:00,"71,897.72","70,560.32",0.001043,-1.99,ATR
BTC/USD,115,2026-03-13 16:00,2026-03-16 03:00,"71,947.06","73,175.52",0.001042,+0.68,ATR
BTC/USD,116,2026-03-13 19:00,2026-03-16 03:00,"71,099.03","73,175.52",0.001055,+1.58,ATR
BTC/USD,117,2026-03-15 05:00,2026-03-16 03:00,"71,577.53","73,175.52",0.001048,+1.07,ATR
BTC/USD,118,2026-03-16 05:00,2026-03-17 03:00,"73,836.91","74,852.71",0.001016,+0.43,ATR
BTC/USD,119,2026-03-16 11:00,2026-03-17 03:00,"73,836.73","74,852.71",0.001016,+0.43,ATR
BTC/USD,120,2026-03-16 17:00,2026-03-17 03:00,"73,823.17","74,852.71",0.001016,+0.44,ATR
BTC/USD,121,2026-03-17 04:00,2026-03-18 11:00,"74,551.78","72,893.73",0.001006,-2.26,ATR
BTC/USD,122,2026-03-17 08:00,2026-03-18 11:00,"74,369.12","72,750.52",0.001008,-2.23,ATR
BTC/USD,123,2026-03-17 12:00,2026-03-18 12:00,"74,055.16","72,519.55",0.001013,-2.15,ATR
BTC/USD,124,2026-03-17 15:00,2026-03-18 11:00,"74,453.55","72,784.35",0.001007,-2.27,ATR
BTC/USD,125,2026-03-17 17:00,2026-03-18 11:00,"74,303.23","72,693.39",0.001009,-2.22,ATR
BTC/USD,126,2026-03-25 15:00,2026-03-26 05:00,"71,286.66","70,037.67",0.001052,-1.91,ATR
BTC/USD,127,2026-04-01 20:00,2026-04-02 02:00,"68,199.20","67,007.77",0.0011,-1.91,ATR
BTC/USD,128,2026-04-06 07:00,2026-04-07 14:00,"69,048.31","68,026.15",0.001086,-1.71,ATR
BTC/USD,129,2026-04-06 10:00,2026-04-06 23:00,"69,840.00","68,703.17",0.001074,-1.82,ATR
BTC/USD,130,2026-04-06 16:00,2026-04-06 22:00,"70,030.82","68,817.03",0.001071,-1.89,ATR
BTC/USD,131,2026-04-06 19:00,2026-04-06 23:00,"69,944.84","68,694.42",0.001072,-1.94,ATR
BTC/USD,132,2026-04-07 00:00,2026-04-07 22:00,"68,862.96","70,293.67",0.001089,+0.95,ATR
BTC/USD,133,2026-04-07 03:00,2026-04-07 22:00,"68,732.55","70,293.67",0.001091,+1.10,ATR
BTC/USD,134,2026-04-07 08:00,2026-04-07 22:00,"68,679.22","70,293.67",0.001092,+1.16,ATR
BTC/USD,135,2026-04-08 20:00,2026-04-11 18:00,"71,388.77","73,086.36",0.001051,+1.18,ATR
BTC/USD,136,2026-04-09 02:00,2026-04-11 04:00,"71,008.36","72,673.53",0.001056,+1.15,ATR
BTC/USD,137,2026-04-09 06:00,2026-04-11 04:00,"71,053.23","72,673.53",0.001056,+1.10,ATR
BTC/USD,138,2026-04-09 21:00,2026-04-12 12:00,"72,420.44","71,151.38",0.001036,-1.91,ATR
BTC/USD,139,2026-04-10 01:00,2026-04-12 15:00,"71,989.83","70,620.65",0.001042,-2.02,ATR
BTC/USD,140,2026-04-10 05:00,2026-04-12 13:00,"72,168.97","70,973.52",0.001039,-1.84,ATR
BTC/USD,141,2026-04-10 09:00,2026-04-12 15:00,"71,700.48","70,589.59",0.001046,-1.76,ATR
BTC/USD,142,2026-04-13 19:00,2026-04-13 22:00,"72,425.64","73,600.54",0.001036,+0.61,ATR
BTC/USD,143,2026-04-14 22:00,2026-04-17 13:00,"74,269.61","76,271.60",0.00101,+1.41,ATR
BTC/USD,144,2026-04-15 00:00,2026-04-17 13:00,"74,188.83","76,271.60",0.001011,+1.50,ATR
BTC/USD,145,2026-04-15 23:00,2026-04-16 13:00,"74,931.98","73,749.00",0.001001,-1.78,ATR
BTC/USD,146,2026-04-18 15:00,2026-04-19 03:00,"76,267.95","75,339.00",0.0009834,-1.51,ATR
BTC/USD,147,2026-04-21 04:00,2026-04-22 20:00,"75,749.79","78,495.43",0.0009901,+2.11,ATR
BTC/USD,148,2026-04-21 10:00,2026-04-21 17:00,"76,441.49","75,334.25",0.0009811,-1.68,ATR
BTC/USD,149,2026-04-21 17:00,2026-04-22 20:00,"75,816.31","78,495.43",0.0009892,+2.04,ATR
BTC/USD,150,2026-04-21 21:00,2026-04-22 20:00,"75,772.10","78,495.43",0.0009898,+2.08,ATR
BTC/USD,151,2026-04-22 21:00,2026-04-23 10:00,"78,517.28","77,338.90",0.0009552,-1.72,ATR
BTC/USD,152,2026-04-23 01:00,2026-04-23 10:00,"78,449.38","77,217.97",0.000956,-1.77,ATR
BTC/USD,153,2026-04-23 06:00,2026-04-23 17:00,"78,136.81","76,967.57",0.0009599,-1.72,ATR
BTC/USD,154,2026-04-23 20:00,2026-04-27 19:00,"77,744.78","76,512.59",0.0009647,-1.78,ATR
BTC/USD,155,2026-05-01 09:00,2026-05-04 01:00,"77,401.33","79,054.41",0.000969,+1.00,ATR
BTC/USD,156,2026-05-01 21:00,2026-05-04 02:00,"77,929.25","79,553.48",0.0009624,+0.96,ATR
BTC/USD,157,2026-05-05 07:00,2026-05-07 15:00,"81,006.39","79,844.54",0.0009258,-1.67,ATR
BTC/USD,158,2026-05-05 11:00,2026-05-07 15:00,"80,846.10","79,814.99",0.0009277,-1.55,ATR
BTC/USD,159,2026-05-05 17:00,2026-05-07 13:00,"81,308.96","80,269.79",0.0009224,-1.55,ATR
BTC/USD,160,2026-05-05 23:00,2026-05-07 14:00,"81,136.08","80,071.92",0.0009244,-1.58,ATR
BTC/USD,161,2026-05-06 05:00,2026-05-07 13:00,"81,364.19","80,325.60",0.0009218,-1.55,ATR
BTC/USD,162,2026-05-06 16:00,2026-05-07 13:00,"81,772.33","80,547.93",0.0009172,-1.72,ATR
BTC/USD,163,2026-05-14 21:00,2026-05-15 05:00,"81,453.49","80,303.67",0.0009208,-1.65,ATR
BTC/USD,164,2026-05-15 00:00,2026-05-15 13:00,"81,146.95","80,020.67",0.0009243,-1.64,ATR
BTC/USD,165,2026-05-15 02:00,2026-05-15 13:00,"81,154.75","79,977.15",0.0009242,-1.68,ATR
BTC/USD,166,2026-05-15 08:00,2026-05-15 13:00,"80,847.72","79,721.56",0.0009277,-1.64,ATR
BTC/USD,167,2026-05-28 06:00,2026-06-01 12:00,"73,011.52","71,889.73",0.001027,-1.75,ATR
BTC/USD,168,2026-05-30 18:00,2026-05-31 16:00,"74,067.18","73,440.20",0.001013,-1.23,ATR
BTC/USD,169,2026-06-04 02:00,2026-06-04 09:00,"62,249.74","63,114.34",0.001205,+0.44,ATR
BTC/USD,170,2026-06-07 18:00,2026-06-07 22:00,"62,166.97","63,221.77",0.001206,+0.67,ATR
BTC/USD,171,2026-06-08 06:00,2026-06-09 14:00,"62,746.66","61,191.48",0.001195,-2.45,ATR
BTC/USD,172,2026-06-08 21:00,2026-06-09 13:00,"63,501.43","62,185.87",0.001181,-2.15,ATR
BTC/USD,173,2026-06-12 08:00,2026-06-14 21:00,"63,044.81","64,958.57",0.00119,+1.67,ATR
BTC/USD,174,2026-06-12 22:00,2026-06-14 21:00,"63,469.92","64,958.57",0.001182,+1.15,ATR
BTC/USD,175,2026-06-13 19:00,2026-06-15 19:00,"64,161.66","66,489.73",0.001169,+2.11,ATR
BTC/USD,176,2026-06-15 18:00,2026-06-16 02:00,"66,855.11","65,896.51",0.001122,-1.67,ATR
BTC/USD,177,2026-06-16 00:00,2026-06-16 14:00,"66,317.44","65,435.49",0.001131,-1.59,ATR
BTC/USD,178,2026-06-16 02:00,2026-06-16 14:00,"66,338.55","65,422.20",0.001131,-1.63,ATR
BTC/USD,179,2026-06-16 04:00,2026-06-17 07:00,"66,143.05","65,186.36",0.001134,-1.68,ATR
BTC/USD,180,2026-06-16 06:00,2026-06-17 08:00,"66,067.12","65,106.95",0.001135,-1.69,ATR
BTC/USD,181,2026-06-16 18:00,2026-06-17 08:00,"65,953.46","64,820.60",0.001137,-1.88,ATR
BTC/USD,182,2026-06-20 20:00,2026-06-23 06:00,"63,899.33","63,143.35",0.001174,-1.48,ATR
BTC/USD,183,2026-06-24 17:00,2026-06-25 11:00,"59,804.09","60,979.00",0.001254,+0.87,ATR
BTC/USD,184,2026-07-03 00:00,2026-07-04 17:00,"61,515.24","62,884.18",0.001219,+1.06,ATR
BTC/USD,185,2026-07-03 18:00,2026-07-06 13:00,"62,160.56","61,322.00",0.001207,-1.61,ATR
BTC/USD,186,2026-07-03 23:00,2026-07-06 12:00,"62,547.36","61,709.72",0.001199,-1.60,ATR
BTC/USD,187,2026-07-04 02:00,2026-07-06 12:00,"62,459.41","61,645.07",0.001201,-1.57,ATR
BTC/USD,188,2026-07-04 06:00,2026-07-06 12:00,"62,423.50","61,667.88",0.001201,-1.50,ATR
BTC/USD,189,2026-07-06 00:00,2026-07-06 07:00,"63,624.80","62,840.72",0.001179,-1.52,ATR
BTC/USD,190,2026-07-06 08:00,2026-07-06 12:00,"63,054.71","62,293.43",0.001189,-1.50,ATR
BTC/USD,191,2026-07-09 18:00,2026-07-13 13:00,"63,096.53","62,146.74",0.001189,-1.72,ATR
BTC/USD,192,2026-07-10 02:00,2026-07-13 03:00,"63,715.34","62,830.78",0.001177,-1.64,ATR
BTC/USD,193,2026-07-10 07:00,2026-07-13 03:00,"63,832.10","63,012.14",0.001175,-1.56,ATR
BTC/USD,194,2026-07-10 15:00,2026-07-13 03:00,"63,891.93","63,001.88",0.001174,-1.64,ATR
BTC/USD,195,2026-07-10 19:00,2026-07-13 03:00,"63,790.18","62,964.52",0.001176,-1.57,ATR
BTC/USD,196,2026-07-14 20:00,2026-07-15 17:00,"64,547.96","65,009.18",0.001162,-0.07,EOD
BTC/USD,197,2026-07-15 01:00,2026-07-15 17:00,"64,822.50","65,009.18",0.001157,-0.38,EOD
SOL/USD,1,2025-07-20 18:00,2025-07-21 16:00,180.7903,194.6043,0.4148,+5.11,ATR
SOL/USD,2,2025-07-20 23:00,2025-07-21 16:00,180.3001,194.6043,0.416,+5.33,ATR
SOL/USD,3,2025-07-21 02:00,2025-07-21 16:00,180.2401,194.6043,0.4161,+5.35,ATR
SOL/USD,4,2025-07-21 06:00,2025-07-21 16:00,188.6043,194.6043,0.3977,+1.78,ATR
SOL/USD,5,2025-07-22 03:00,2025-07-22 04:00,202.1210,194.4135,0.3711,-3.45,ATR
SOL/USD,6,2025-07-22 10:00,2025-07-23 05:00,197.6988,200.9016,0.3794,+0.61,ATR
SOL/USD,7,2025-07-22 16:00,2025-07-23 13:00,201.5707,192.6214,0.3721,-3.92,ATR
SOL/USD,8,2025-07-22 21:00,2025-07-23 13:00,201.1205,192.8276,0.3729,-3.68,ATR
SOL/USD,9,2025-07-23 02:00,2025-07-23 12:00,202.8414,195.3409,0.3697,-3.36,ATR
SOL/USD,10,2025-07-23 05:00,2025-07-23 12:00,201.2506,194.6309,0.3727,-3.06,ATR
SOL/USD,11,2025-07-26 13:00,2025-07-28 08:00,187.8339,191.5572,0.3993,+0.88,ATR
SOL/USD,12,2025-07-28 06:00,2025-07-28 13:00,194.2971,189.9683,0.386,-2.26,ATR
SOL/USD,13,2025-08-04 17:00,2025-08-05 14:00,167.9039,164.3120,0.4467,-2.20,ATR
SOL/USD,14,2025-08-05 09:00,2025-08-05 15:00,167.1035,163.2305,0.4488,-2.33,ATR
SOL/USD,15,2025-08-07 19:00,2025-08-08 07:00,169.9649,174.7405,0.4413,+1.50,ATR
SOL/USD,16,2025-08-08 03:00,2025-08-09 05:00,175.1375,178.7390,0.4282,+0.94,ATR
SOL/USD,17,2025-08-08 12:00,2025-08-09 13:00,177.6088,180.0201,0.4223,+0.41,ATR
SOL/USD,18,2025-08-08 14:00,2025-08-10 05:00,178.5092,182.3501,0.4201,+1.01,ATR
SOL/USD,19,2025-08-08 17:00,2025-08-09 05:00,176.1280,178.7390,0.4258,+0.51,ATR
SOL/USD,20,2025-08-08 19:00,2025-08-09 13:00,177.5888,180.0201,0.4223,+0.42,ATR
SOL/USD,21,2025-08-09 06:00,2025-08-11 07:00,180.8604,183.1696,0.4147,+0.35,ATR
SOL/USD,22,2025-08-09 12:00,2025-08-11 07:00,180.7303,183.1696,0.415,+0.41,ATR
SOL/USD,23,2025-08-09 14:00,2025-08-10 05:00,180.0200,182.3501,0.4166,+0.37,ATR
SOL/USD,24,2025-08-09 18:00,2025-08-10 08:00,181.8609,177.8734,0.4124,-2.24,ATR
SOL/USD,25,2025-08-09 22:00,2025-08-11 18:00,181.4507,177.2971,0.4133,-2.31,ATR
SOL/USD,26,2025-08-10 01:00,2025-08-10 07:00,182.5812,178.2183,0.4108,-2.39,ATR
SOL/USD,27,2025-08-10 06:00,2025-08-11 13:00,182.3011,177.4123,0.4114,-2.60,ATR
SOL/USD,28,2025-08-10 09:00,2025-08-11 07:00,180.7703,183.1696,0.4149,+0.39,ATR
SOL/USD,29,2025-08-10 12:00,2025-08-11 07:00,180.4002,183.1696,0.4157,+0.55,ATR
SOL/USD,30,2025-08-10 15:00,2025-08-11 18:00,181.8209,176.9774,0.4125,-2.59,ATR
SOL/USD,31,2025-08-12 19:00,2025-08-13 02:00,188.6743,193.5410,0.3975,+1.33,ATR
SOL/USD,32,2025-08-12 21:00,2025-08-13 02:00,191.6258,193.5410,0.3914,+0.15,ATR
SOL/USD,33,2025-08-13 05:00,2025-08-13 14:00,198.7793,199.9805,0.3773,-0.15,ATR
SOL/USD,34,2025-08-13 08:00,2025-08-13 14:00,198.8394,199.9805,0.3772,-0.17,ATR
SOL/USD,35,2025-08-13 11:00,2025-08-13 15:00,201.4907,195.5936,0.3722,-2.79,ATR
SOL/USD,36,2025-08-13 20:00,2025-08-14 08:00,202.1810,203.7378,0.371,-0.02,ATR
SOL/USD,37,2025-08-13 22:00,2025-08-14 02:00,201.3206,201.9786,0.3725,-0.36,ATR
SOL/USD,38,2025-08-14 06:00,2025-08-14 12:00,206.5832,199.0645,0.363,-3.32,ATR
SOL/USD,39,2025-08-14 09:00,2025-08-14 12:00,203.2416,195.7869,0.369,-3.34,ATR
SOL/USD,40,2025-08-14 12:00,2025-08-14 12:00,203.9519,194.4679,0.3677,-4.07,ATR
SOL/USD,41,2025-08-17 08:00,2025-08-18 01:00,191.9659,188.1465,0.3907,-2.09,ATR
SOL/USD,42,2025-08-17 17:00,2025-08-18 00:00,193.9169,190.0703,0.3868,-2.08,ATR
SOL/USD,43,2025-08-23 09:00,2025-08-24 03:00,203.8719,207.2044,0.3679,+0.62,ATR
SOL/USD,44,2025-08-23 11:00,2025-08-24 03:00,202.0910,207.2044,0.3711,+1.29,ATR
SOL/USD,45,2025-08-24 06:00,2025-08-24 11:00,209.1045,203.6287,0.3587,-2.56,ATR
SOL/USD,46,2025-08-27 06:00,2025-08-27 19:00,203.8319,206.9061,0.368,+0.53,ATR
SOL/USD,47,2025-08-27 16:00,2025-08-28 15:00,208.9944,210.9488,0.3589,+0.10,ATR
SOL/USD,48,2025-08-27 21:00,2025-08-28 15:00,208.6043,210.9488,0.3595,+0.24,ATR
SOL/USD,49,2025-08-28 01:00,2025-08-28 15:00,204.1620,210.9488,0.3674,+1.88,ATR
SOL/USD,50,2025-08-28 08:00,2025-08-29 09:00,213.2866,205.6828,0.3516,-3.26,ATR
SOL/USD,51,2025-08-28 11:00,2025-08-29 08:00,213.6668,206.6279,0.351,-3.06,ATR
SOL/USD,52,2025-08-28 16:00,2025-08-29 07:00,211.3756,211.8874,0.3548,-0.42,ATR
SOL/USD,53,2025-08-28 18:00,2025-08-29 07:00,210.7853,211.8874,0.3558,-0.21,ATR
SOL/USD,54,2025-08-28 22:00,2025-08-29 09:00,213.8068,205.9864,0.3508,-3.33,ATR
SOL/USD,55,2025-08-29 02:00,2025-08-29 09:00,213.5867,205.7052,0.3511,-3.36,ATR
SOL/USD,56,2025-08-29 04:00,2025-08-29 07:00,217.1585,209.5179,0.3454,-3.23,ATR
SOL/USD,57,2025-09-08 03:00,2025-09-08 10:00,207.7238,212.2940,0.3611,+1.04,ATR
SOL/USD,58,2025-09-08 14:00,2025-09-10 07:00,213.4667,218.0135,0.3513,+0.99,ATR
SOL/USD,59,2025-09-08 19:00,2025-09-09 01:00,216.9284,212.2366,0.3457,-2.22,ATR
SOL/USD,60,2025-09-09 01:00,2025-09-10 07:00,213.4567,218.0135,0.3514,+0.99,ATR
SOL/USD,61,2025-09-09 13:00,2025-09-09 14:00,217.9389,213.5133,0.3441,-2.12,ATR
SOL/USD,62,2025-09-09 19:00,2025-09-10 12:00,216.3481,219.9910,0.3467,+0.66,ATR
SOL/USD,63,2025-09-09 23:00,2025-09-10 12:00,217.2286,219.9910,0.3453,+0.35,ATR
SOL/USD,64,2025-09-12 00:00,2025-09-13 13:00,228.7843,240.5136,0.3278,+3.23,ATR
SOL/USD,65,2025-09-13 07:00,2025-09-13 17:00,242.0209,237.1207,0.3099,-2.11,ATR
SOL/USD,66,2025-09-14 13:00,2025-09-14 21:00,245.1225,240.3799,0.306,-2.05,ATR
SOL/USD,67,2025-09-14 22:00,2025-09-15 07:00,244.2821,237.4781,0.307,-2.68,ATR
SOL/USD,68,2025-09-18 02:00,2025-09-19 15:00,246.0230,239.2049,0.3048,-2.67,ATR
SOL/USD,69,2025-09-18 09:00,2025-09-19 11:00,246.8734,241.0169,0.3038,-2.37,ATR
SOL/USD,70,2025-09-18 13:00,2025-09-19 11:00,246.1230,240.6621,0.3047,-2.26,ATR
SOL/USD,71,2025-09-18 15:00,2025-09-19 10:00,247.8839,242.5333,0.3026,-2.21,ATR
SOL/USD,72,2025-09-18 19:00,2025-09-19 04:00,250.5252,244.7178,0.2994,-2.33,ATR
