symbol,timestamp_utc,open,high,low,close,volume,ema20,ema50,ema200,rsi14,macd_line,macd_signal,macd_hist,atr14,adx14,bb_upper,bb_mid,bb_lower,bb_width_pct,atr_percentile,bb_width_percentile,ema_stack,higher_high_higher_low,lower_high_lower_low,regime,strong_uptrend,panic,compression,supertrend_dir_10_3,donchian_high20,donchian_low10,keltner_upper_20_10_2,keltner_mid20,atr_breakout_level_14_1p5
BTC/USD,2025-11-06T10:00:00+00:00,103157.1,103260.02,102692.93,103209.74,0.124,103317.018317,103653.985008,107032.108144,49.0,48.4977,131.948015,-83.450314,728.285826,22.62,104389.340738,103632.3375,102875.334262,1.461,41.5,18.0,DOWN,True,False,TREND_DOWN,False,False,False,1,104500.0,102692.93,104678.113141,103317.018317,103961.088739
BTC/USD,2025-11-06T11:00:00+00:00,103209.23,103341.62,102737.65,103270.0,0.0246,103312.540382,103638.926773,106994.674232,49.67,38.701293,113.29867,-74.597377,719.406124,22.88,104392.613355,103621.5285,102850.443645,1.488,39.7,18.8,DOWN,True,False,TREND_DOWN,False,False,False,1,104500.0,102692.93,104658.319723,103312.540382,104288.849186
BTC/USD,2025-11-06T12:00:00+00:00,103324.76,103324.76,102419.21,102630.91,0.1469,103247.623203,103599.396703,106951.253692,43.22,-20.396533,86.55963,-106.956163,732.702115,23.64,104415.320192,103553.0785,102690.836808,1.665,42.7,24.0,DOWN,True,False,TREND_DOWN,False,False,False,1,104500.0,102419.21,104639.93461,103247.623203,104369.053173
BTC/USD,2025-11-06T13:00:00+00:00,102646.32,103582.53,102646.08,103125.83,1.7743,103236.02385,103580.82546,106913.189775,48.77,-26.985013,63.850701,-90.835714,748.339107,23.6,104368.053092,103510.2605,102652.467908,1.657,45.6,23.3,DOWN,True,False,TREND_DOWN,False,False,False,1,104500.0,102419.21,104679.428117,103236.02385,103753.41866
BTC/USD,2025-11-06T14:00:00+00:00,103577.81,103577.81,101983.55,101983.55,0.7652,103116.740626,103518.187206,106864.138633,39.23,-122.961456,26.48827,-149.449726,808.762028,24.53,104388.990195,103390.8275,102392.664805,1.931,53.1,33.5,DOWN,True,False,TREND_DOWN,False,False,False,1,104500.0,101983.55,104734.656466,103116.740626,104338.973042
BTC/USD,2025-11-06T15:00:00+00:00,102422.53,102864.86,101578.78,102050.0,0.7489,103015.146281,103460.611238,106816.236756,39.97,-191.454551,-17.100294,-174.354256,842.856169,25.87,104406.098923,103292.6485,102179.198077,2.156,58.3,38.5,DOWN,True,False,TREND_DOWN,False,False,False,1,104500.0,101578.78,104728.486537,103015.146281,103247.834253
BTC/USD,2025-11-06T16:00:00+00:00,102050.0,102363.85,100380.68,100514.13,1.3373,102776.954254,103345.062954,106753.529226,30.72,-365.454958,-86.771227,-278.683731,924.307157,28.12,104759.757846,103132.8525,101505.947154,3.155,70.3,61.7,DOWN,False,False,REVERSAL,False,False,False,-1,104126.07,100380.68,104715.594484,102776.954254,103436.460735
BTC/USD,2025-11-06T17:00:00+00:00,101061.53,101886.31,100762.75,101654.26,0.4665,102670.030992,103278.756956,106702.790229,41.54,-406.664793,-150.74994,-255.914852,956.298074,30.21,104713.551019,103015.966,101318.380981,3.296,74.9,64.4,DOWN,False,True,TREND_DOWN,False,False,False,-1,104126.07,100380.68,104689.243199,102670.030992,101948.577111
BTC/USD,2025-11-06T18:00:00+00:00,101939.12,102313.07,100918.98,101708.21,0.5159,102578.428993,103217.166879,106653.092913,42.0,-430.01364,-206.60268,-223.41096,987.568926,31.1,104657.603781,102910.642,101163.680219,3.395,78.9,66.0,DOWN,False,True,TREND_DOWN,False,False,False,-1,104126.07,100380.68,104674.537979,102578.428993,103135.613389
BTC/USD,2025-11-06T19:00:00+00:00,102014.6,102043.86,101281.93,101510.91,0.0702,102476.760517,103150.254844,106601.926914,40.73,-459.145488,-257.111242,-202.034246,971.45186,31.93,104540.578617,102781.307,101022.035383,3.423,76.5,66.4,DOWN,False,True,TREND_DOWN,False,False,False,-1,104126.07,100380.68,104515.644605,102476.760517,103165.38779
BTC/USD,2025-11-06T20:00:00+00:00,101672.28,101672.28,100699.59,101079.32,0.2576,102343.670944,103069.041713,106546.975602,38.03,-511.165989,-307.922191,-203.243798,971.540298,33.23,104549.090593,102665.772,100782.453407,3.669,76.5,70.1,DOWN,False,True,TREND_DOWN,False,False,False,-1,104126.07,100380.68,104373.204623,102343.670944,102968.220447
BTC/USD,2025-11-06T21:00:00+00:00,101077.93,101230.04,100511.85,101229.74,1.1133,102237.582283,102996.912234,106494.067785,39.54,-534.098223,-353.157398,-180.940825,953.443848,34.59,104494.451209,102552.566,100610.680791,3.787,73.9,71.9,DOWN,False,True,TREND_DOWN,False,False,False,-1,104126.07,100380.68,104207.800594,102237.582283,102509.485773
BTC/USD,2025-11-06T22:00:00+00:00,101228.28,101419.86,100992.15,101419.86,0.1038,102159.70397,102935.067049,106443.578155,41.47,-530.812215,-388.688361,-142.123854,915.891431,35.36,104440.572622,102463.213,100485.853378,3.86,68.5,73.3,DOWN,False,True,TREND_DOWN,False,False,False,-1,104126.07,100380.68,104018.44245,102159.70397,102603.577146
BTC/USD,2025-11-06T23:00:00+00:00,101484.78,101492.0,101071.69,101449.54,0.0607,102092.069306,102876.811086,106393.886233,41.78,-519.820931,-414.914875,-104.906056,880.492757,35.9,104258.097963,102342.7925,100427.487037,3.743,62.7,71.2,DOWN,False,True,TREND_DOWN,False,False,False,-1,104126.07,100380.68,103848.995938,102092.069306,102740.599136
BTC/USD,2025-11-07T00:00:00+00:00,101444.75,101618.46,100727.55,101614.98,0.4137,102046.63223,102827.327514,106346.334927,43.6,-492.088147,-430.349529,-61.738618,881.236846,36.74,104043.688118,102231.9895,100420.290882,3.544,62.7,67.7,DOWN,False,True,TREND_DOWN,False,False,False,-1,104120.31,100380.68,103806.048198,102046.63223,102771.395269
BTC/USD,2025-11-07T01:00:00+00:00,101350.21,101850.69,101000.0,101575.51,0.4053,102001.763446,102778.236631,106298.864032,43.25,-467.900945,-437.859813,-30.041132,879.054928,36.91,103891.293122,102140.9155,100390.537878,3.427,62.1,65.9,DOWN,False,True,TREND_DOWN,False,False,False,-1,103582.65,100380.68,103755.375818,102001.763446,102933.562392
BTC/USD,2025-11-07T02:00:00+00:00,101575.45,101865.02,101311.45,101865.02,0.1127,101988.74026,102742.424214,106254.746181,46.6,-420.523838,-434.392618,13.86878,855.806005,37.03,103759.185686,102074.3605,100389.535314,3.301,58.3,63.5,DOWN,False,True,TREND_DOWN,False,False,False,-1,103582.53,100511.85,103677.705395,101988.74026,102859.219007
BTC/USD,2025-11-07T03:00:00+00:00,101886.15,102344.33,101886.15,101918.96,0.1529,101982.094521,102710.1315,106211.60403,47.22,-374.309822,-422.376058,48.066237,828.913433,35.95,103593.319927,102005.148,100416.976073,3.114,54.7,59.1,DOWN,False,True,TREND_DOWN,False,False,False,-1,103582.53,100511.85,103598.025143,101982.094521,103108.39015
BTC/USD,2025-11-07T04:00:00+00:00,101885.43,102225.29,101525.18,102146.86,0.9845,101997.786472,102688.042421,106171.158816,49.89,-315.656563,-401.032159,85.375596,819.713188,35.44,103393.01169,101941.2995,100489.58731,2.848,52.3,52.0,DOWN,False,True,TREND_DOWN,False,False,False,-1,103582.53,100511.85,103592.146031,101997.786472,103148.529782
BTC/USD,2025-11-07T05:00:00+00:00,101767.46,102464.22,101767.46,102463.04,0.0122,102042.096332,102679.218797,106134.262111,53.4,-240.883594,-369.002446,128.118853,810.930817,34.42,103331.077412,101921.0185,100510.959588,2.767,51.3,50.3,DOWN,False,True,TREND_DOWN,False,False,False,-1,103582.53,100511.85,103616.371935,102042.096332,103363.256226
BTC/USD,2025-11-07T06:00:00+00:00,102463.22,102463.22,101865.47,101865.47,0.0707,102025.274776,102647.30708,106091.786568,46.73,-227.225072,-340.646971,113.421899,795.703616,33.47,103133.903443,101853.805,100573.706557,2.514,49.1,44.9,DOWN,False,True,TREND_DOWN,False,False,False,-1,103582.53,100511.85,103561.672819,102025.274776,103656.595424
BTC/USD,2025-11-07T07:00:00+00:00,102139.09,102139.09,101626.6,102088.44,0.0498,102031.290512,102625.390723,106051.952274,49.28,-196.147711,-311.747119,115.599408,775.474072,32.95,102905.843666,101794.727,100683.610334,2.183,46.3,38.0,DOWN,False,True,TREND_DOWN,False,False,False,-1,103582.53,100727.55,103516.54675,102031.290512,103028.681108
BTC/USD,2025-11-07T08:00:00+00:00,102082.24,102082.24,101506.76,101783.55,0.0326,102007.696177,102592.377362,106009.480609,46.03,-193.885759,-288.174847,94.289088,761.631638,32.65,102795.232261,101752.359,100709.485739,2.05,44.7,35.7,DOWN,False,True,TREND_DOWN,False,False,False,-1,103582.53,100727.55,103460.762792,102007.696177,103230.887457
BTC/USD,2025-11-07T09:00:00+00:00,101506.73,101673.46,100815.01,100815.06,0.1391,101894.111779,102522.678642,105957.794832,37.58,-267.162512,-283.97238,16.809868,776.410807,33.26,102549.294842,101636.8205,100724.346158,1.796,46.5,28.7,DOWN,False,True,TREND_DOWN,False,False,False,-1,103577.81,100727.55,103395.579733,101894.111779,102948.166211
BTC/USD,2025-11-07T10:00:00+00:00,101133.57,101284.82,100641.85,100866.0,0.1278,101796.196372,102457.710852,105907.130207,38.22,-317.464897,-290.670884,-26.794013,766.879321,34.01,102537.451664,101580.943,100624.434336,1.883,45.6,30.9,DOWN,False,True,TREND_DOWN,False,False,False,-1,102864.86,100641.85,103276.11153,101796.196372,101965.378981
BTC/USD,2025-11-07T11:00:00+00:00,100614.43,100863.59,99809.76,100574.91,1.0133,101679.883384,102383.875524,105854.073289,35.94,-376.478618,-307.83243,-68.646187,787.547941,35.46,102532.648155,101507.1885,100481.728845,2.02,47.6,34.5,DOWN,False,True,TREND_DOWN,False,False,False,-1,102464.22,99809.76,103223.055026,101679.883384,102047.321911
BTC/USD,2025-11-07T12:00:00+00:00,100570.63,100576.4,99301.26,99833.21,0.5111,101504.009728,102283.849425,105794.164202,30.89,-477.591036,-341.784152,-135.806885,822.375945,37.17,102660.635132,101473.1425,100285.649868,2.341,53.5,41.7,DOWN,False,True,REVERSAL,False,False,False,-1,102464.22,99301.26,103147.892206,101504.009728,101808.473917
BTC/USD,2025-11-07T13:00:00+00:00,99832.47,100536.64,99431.89,100533.47,4.6473,101411.577373,102215.207095,105741.818986,39.53,-495.506338,-372.528589,-122.977749,842.54552,38.75,102669.146617,101417.103,100165.059383,2.469,56.5,43.3,DOWN,False,True,TREND_DOWN,False,False,False,-1,102464.22,99301.26,103112.021604,101411.577373,101097.028281
BTC/USD,2025-11-07T14:00:00+00:00,100532.82,100845.28,99616.0,100845.27,0.5029,101357.643338,102161.484072,105693.097106,42.95,-479.022813,-393.827434,-85.195379,870.169412,39.41,102642.268463,101373.956,100105.643537,2.502,60.9,44.7,DOWN,False,True,TREND_DOWN,False,False,False,-1,102464.22,99301.26,103133.899145,101357.643338,101838.724118
BTC/USD,2025-11-07T15:00:00+00:00,100845.07,101156.46,100274.1,101142.82,0.44,101337.183972,102121.536461,105647.820717,46.09,-436.913238,-402.444595,-34.468644,871.040168,39.25,102626.061276,101355.5515,100085.041724,2.507,61.2,44.7,DOWN,False,True,TREND_DOWN,False,False,False,-1,102464.22,99301.26,103112.286199,101337.183972,102151.830252
BTC/USD,2025-11-07T16:00:00+00:00,100831.84,101576.59,100592.28,101356.35,1.3982,101339.009308,102091.529149,105605.119515,48.28,-381.908606,-398.337397,16.428791,879.13087,38.17,102633.589298,101369.403,100105.216702,2.494,62.1,44.1,DOWN,False,True,TREND_DOWN,False,False,False,-1,102464.22,99301.26,103133.463312,101339.009308,102461.516305
BTC/USD,2025-11-07T17:00:00+00:00,101316.79,102692.78,100930.11,102119.4,0.5064,101413.332231,102092.622123,105570.435739,55.29,-273.591488,-373.388215,99.796727,942.240808,35.62,102717.2854,101413.886,100110.4866,2.57,72.0,45.7,DOWN,False,True,TREND_DOWN,False,False,False,-1,102692.78,99301.26,103380.874835,101413.332231,102769.711212
BTC/USD,2025-11-07T18:00:00+00:00,102479.23,102861.89,102139.99,102847.88,0.5889,101549.955828,102122.240079,105543.345632,60.76,-127.497433,-324.210059,196.712626,927.972893,33.49,102930.872765,101485.287,100039.701235,2.849,69.7,52.0,DOWN,False,True,TREND_DOWN,False,False,False,1,102861.89,99301.26,103469.242171,101549.955828,103511.35934
BTC/USD,2025-11-07T19:00:00+00:00,102846.03,103344.84,102497.28,103344.84,1.0603,101720.897178,102170.185174,105521.469954,63.99,28.060216,-253.756004,281.81622,922.229115,32.14,103236.894927,101580.052,99923.209073,3.262,69.1,62.5,DOWN,False,True,TREND_DOWN,False,False,False,1,103344.84,99301.26,103617.766887,101720.897178,104231.223673
BTC/USD,2025-11-07T20:00:00+00:00,103115.99,103852.02,102915.68,103458.07,0.2177,101886.342209,102220.690461,105500.938611,64.71,158.648686,-171.275066,329.923751,923.237036,31.48,103520.531419,101672.2065,99823.881581,3.636,69.1,69.3,DOWN,False,True,TREND_DOWN,False,False,False,1,103852.02,99301.26,103780.792947,101886.342209,104729.695553
BTC/USD,2025-11-07T21:00:00+00:00,103851.89,103851.89,103278.63,103800.0,0.2878,102068.595332,102282.624169,105484.013849,66.84,286.430094,-79.734034,366.164128,898.238676,30.86,103849.938305,101783.431,99716.923695,4.061,65.1,76.7,DOWN,False,False,TREND_DOWN,False,False,False,1,103852.02,99301.26,103888.252996,102068.595332,104805.428014
BTC/USD,2025-11-07T22:00:00+00:00,103853.14,104037.99,103599.23,103953.6,0.3021,102248.119586,102348.152633,105468.785851,67.79,395.532564,15.319286,380.213278,865.41877,30.51,104161.057335,101887.86,99614.662665,4.462,58.9,82.4,DOWN,False,False,TREND_DOWN,False,False,False,1,104037.99,99431.89,103973.563483,102248.119586,105098.128156
BTC/USD,2025-11-07T23:00:00+00:00,103612.36,103932.03,103415.39,103700.0,0.0618,102386.393911,102401.166255,105451.185991,64.52,456.274014,103.510231,352.763782,842.046715,29.82,104383.628004,101976.912,99570.195996,4.72,55.2,84.5,DOWN,False,False,TREND_DOWN,False,False,False,1,104037.99,99616.0,104046.935419,102386.393911,105216.670073
BTC/USD,2025-11-08T00:00:00+00:00,103364.1,103595.71,102618.04,103007.32,0.346,102445.529729,102424.93699,105426.868917,56.51,443.40724,171.489633,271.917607,859.183379,27.81,104467.678792,102019.935,99572.191208,4.799,57.6,85.1,MIXED,False,False,NEUTRAL,False,False,False,1,104037.99,100274.1,104156.409086,102445.529729,104988.775068
BTC/USD,2025-11-08T01:00:00+00:00,103006.35,103199.4,102828.39,103184.51,0.0207,102515.908802,102454.724167,105404.556888,57.95,442.408176,225.673342,216.734835,824.313852,25.95,104549.645014,102056.0085,99562.371986,4.887,52.8,85.9,MIXED,False,False,NEUTRAL,False,False,False,1,104037.99,100592.28,104129.902224,102515.908802,104243.790777
BTC/USD,2025-11-08T02:00:00+00:00,103180.52,103362.54,102728.9,102728.9,0.5568,102536.193678,102465.47616,105377.933436,53.09,400.238788,260.586431,139.652357,810.694291,24.48,104607.977233,102099.18,99590.382767,4.914,49.7,86.3,MIXED,False,False,NEUTRAL,False,False,False,1,104037.99,100930.11,104115.515758,102536.193678,104400.551436
BTC/USD,2025-11-08T03:00:00+00:00,102994.95,103360.67,102618.06,102618.11,0.233,102543.995233,102471.461801,105350.472507,51.95,353.801019,279.229348,74.57167,805.831127,22.91,104644.610235,102125.6635,99606.716765,4.933,49.2,86.5,MIXED,False,False,NEUTRAL,False,False,False,1,104037.99,102139.99,104113.907104,102543.995233,103937.646691
BTC/USD,2025-11-08T04:00:00+00:00,102963.4,102963.4,102435.69,102435.69,0.0176,102533.680449,102470.058985,105321.469696,50.04,298.834208,283.15032,15.683887,785.965332,21.41,104675.54179,102158.2705,99640.99921,4.928,46.1,86.4,MIXED,False,False,NEUTRAL,False,False,False,1,104037.99,102435.69,104052.143133,102533.680449,103797.057998
BTC/USD,2025-11-08T05:00:00+00:00,102830.98,102830.98,102315.54,102315.54,0.6218,102512.905168,102463.999417,105291.559947,48.77,242.778909,275.076038,-32.297129,766.642094,20.23,104674.245993,102233.2945,99792.343007,4.775,44.0,84.0,MIXED,False,False,NEUTRAL,False,False,False,1,104037.99,102315.54,103982.609584,102512.905168,103585.653141
BTC/USD,2025-11-08T06:00:00+00:00,102283.39,102566.11,102137.56,102550.05,0.0256,102516.442771,102467.37395,105264.281241,51.37,214.801579,263.021146,-48.219567,742.492659,19.44,104678.863534,102317.497,99956.130466,4.616,40.1,82.4,MIXED,False,False,RANGE,False,False,False,1,104037.99,102137.56,103924.886745,102516.442771,103429.278988
BTC/USD,2025-11-08T07:00:00+00:00,102549.07,102549.07,101939.8,102398.17,0.1364,102505.178698,102464.66007,105235.762722,49.61,178.318354,246.080588,-67.762234,733.046755,19.04,104630.548583,102408.66,100186.771417,4.339,38.5,79.5,MIXED,False,False,RANGE,False,False,False,1,104037.99,101939.8,103894.828274,102505.178698,103649.620132
BTC/USD,2025-11-08T08:00:00+00:00,102095.34,102640.47,102095.34,102370.48,0.0379,102492.35025,102460.966734,105207.252446,49.28,145.493624,225.963195,-80.469571,719.624129,18.47,104418.636477,102535.5235,100652.410523,3.673,35.6,69.5,MIXED,True,False,RANGE,False,False,False,1,104037.99,101939.8,103852.060869,102492.35025,103477.606194
BTC/USD,2025-11-08T09:00:00+00:00,102630.46,102639.57,102232.83,102630.03,0.0078,102505.462607,102467.596666,105181.608441,52.48,138.823039,208.535164,-69.712125,697.275263,17.94,104284.219347,102640.3515,100996.483653,3.203,32.1,61.1,MIXED,True,False,RANGE,False,False,False,1,104037.99,101939.8,103810.550164,102505.462607,103416.392895
BTC/USD,2025-11-08T10:00:00+00:00,102265.74,102622.83,102265.74,102316.23,0.0236,102487.440454,102461.660718,105153.097213,48.5,106.98229,188.224589,-81.242299,673.490601,17.45,104148.197829,102713.8995,101279.601171,2.793,28.3,50.0,MIXED,True,False,RANGE,False,False,False,1,104037.99,101939.8,103734.877256,102487.440454,103640.265902
BTC/USD,2025-11-08T11:00:00+00:00,102327.04,102636.89,101757.24,102168.71,0.1743,102457.085173,102450.172455,105123.401818,46.71,69.048685,164.389408,-95.340723,688.216273,17.93,104035.026805,102765.194,101495.361195,2.471,31.6,42.4,MIXED,True,False,RANGE,False,False,False,1,104037.99,101757.24,103755.708294,102457.085173,103348.554409
BTC/USD,2025-11-08T12:00:00+00:00,102166.03,102166.03,101760.16,102124.6,0.0383,102425.419918,102437.404907,105093.562994,46.16,35.022998,138.516126,-103.493128,668.24011,18.39,103940.126242,102803.6065,101667.086758,2.211,27.6,37.6,DOWN,True,False,RANGE,False,False,False,1,104037.99,101757.24,103675.890727,102425.419918,103171.070166
BTC/USD,2025-11-08T13:00:00+00:00,102123.66,102255.18,101850.0,101850.0,0.2349,102370.618021,102414.369421,105061.288735,42.79,-13.939839,108.024933,-121.964772,649.450103,18.55,103964.528566,102790.1365,101615.744434,2.285,25.7,39.6,DOWN,True,False,RANGE,False,False,False,1,104037.99,101757.24,103577.07775,102370.618021,103098.775154
BTC/USD,2025-11-08T14:00:00+00:00,102159.43,102159.43,101512.3,101789.12,0.1214,102315.237257,102389.849836,105028.729842,42.06,-56.998701,75.020206,-132.018908,649.284381,19.3,103989.287531,102737.1985,101485.109469,2.437,25.7,42.1,DOWN,True,False,RANGE,False,False,False,1,104037.99,101512.3,103530.477013,102315.237257,102823.926571
BTC/USD,2025-11-08T15:00:00+00:00,101789.61,102101.78,101515.51,101858.6,0.2185,102271.747995,102369.016509,104997.186262,43.25,-84.542156,43.107734,-127.64989,644.783354,20.0,103938.103844,102662.8865,101387.669156,2.484,25.1,43.3,DOWN,True,False,TREND_DOWN,False,False,False,1,104037.99,101512.3,103482.717775,102271.747995,102756.295031
BTC/USD,2025-11-08T16:00:00+00:00,101857.72,101956.99,101690.67,101934.56,0.2432,102239.634852,102351.978999,104966.712369,44.6,-99.098855,14.666416,-113.765271,617.750257,20.65,103844.72411,102586.711,101328.69789,2.453,22.4,42.0,DOWN,True,False,TREND_DOWN,False,False,False,1,104037.99,101512.3,103382.771654,102239.634852,102785.225385
BTC/USD,2025-11-08T17:00:00+00:00,101933.46,102007.35,101580.2,101688.43,0.1245,102187.139152,102325.957469,104934.092644,41.19,-129.008646,-14.068596,-114.94005,604.135953,21.47,103666.449934,102481.1325,101295.815066,2.313,20.3,39.9,DOWN,True,False,TREND_DOWN,False,False,False,1,104037.99,101512.3,103301.392274,102187.139152,102840.763929
BTC/USD,2025-11-08T18:00:00+00:00,102000.37,102245.64,101726.24,102245.64,0.2501,102192.710661,102322.807765,104907.341871,50.43,-106.522259,-32.559329,-73.96293,600.784099,21.39,103372.087603,102395.7345,101419.381397,1.907,19.6,30.4,DOWN,False,False,TREND_DOWN,False,False,False,1,103932.03,101512.3,103306.980471,102192.710661,102589.606149
BTC/USD,2025-11-08T19:00:00+00:00,102244.81,102244.81,101548.12,102163.82,0.1238,102189.95917,102316.57295,104880.043146,49.2,-94.217742,-44.891011,-49.32673,607.693806,21.7,103093.652587,102318.9255,101544.198413,1.514,21.7,18.8,DOWN,False,False,COMPRESSION,False,False,True,1,103595.71,101512.3,103332.305999,102189.95917,103157.18071
BTC/USD,2025-11-08T20:00:00+00:00,102160.52,102198.71,101822.78,102184.91,0.0345,102189.478297,102311.409697,104853.225901,49.54,-81.821351,-52.277079,-29.544271,591.139249,21.98,102986.50318,102277.805,101569.10682,1.386,18.3,14.9,DOWN,False,False,COMPRESSION,False,False,True,1,103362.54,101512.3,103292.776442,102189.478297,103050.528873
BTC/USD,2025-11-08T21:00:00+00:00,101897.26,102339.92,101897.26,102338.67,0.1443,102203.68703,102312.478729,104828.205444,52.06,-58.910887,-53.603841,-5.307046,580.533588,21.73,102811.201089,102235.513,101659.824911,1.126,16.3,9.7,DOWN,False,False,COMPRESSION,False,False,True,1,103362.54,101512.3,103285.187361,102203.68703,103055.710382
BTC/USD,2025-11-08T22:00:00+00:00,102337.62,102433.94,102066.25,102433.94,0.0502,102225.615885,102317.241916,104804.381907,53.6,-32.689858,-49.421044,16.731186,565.330475,21.16,102759.035629,102220.765,101682.494371,1.053,14.4,8.8,DOWN,False,False,COMPRESSION,False,False,True,1,103360.67,101512.3,103272.504183,102225.615885,103186.665712
BTC/USD,2025-11-08T23:00:00+00:00,102432.15,102494.56,102158.43,102473.99,0.099,102249.270562,102323.3889,104781.193928,54.27,-8.578911,-41.252617,32.673707,548.959012,20.41,102733.919966,102213.559,101693.198034,1.018,13.1,7.7,DOWN,False,False,COMPRESSION,False,False,True,1,102963.4,101512.3,103258.69603,102249.270562,103257.378518
BTC/USD,2025-11-09T00:00:00+00:00,102472.89,102472.89,101663.05,102108.98,0.4304,102235.909556,102314.980707,104754.604735,47.56,-18.708409,-36.743776,18.035367,567.67194,20.93,102709.109286,102197.2235,101685.337714,1.002,14.7,7.5,DOWN,False,False,COMPRESSION,False,False,True,1,102830.98,101515.51,103306.580478,102235.909556,103325.49791
BTC/USD,2025-11-09T01:00:00+00:00,102108.28,102213.37,101650.67,102212.06,0.0691,102233.63817,102310.944601,104729.305782,49.46,-18.208518,-33.036724,14.828206,567.316801,21.44,102701.131264,102192.0495,101682.967736,0.996,14.7,7.5,DOWN,False,False,COMPRESSION,False,False,True,1,102640.47,101548.12,103309.781999,102233.63817,102959.955202
BTC/USD,2025-11-09T02:00:00+00:00,102209.92,102209.92,101630.55,101750.0,0.0937,102187.577392,102288.946774,104699.660948,42.1,-54.468849,-37.323149,-17.1457,568.330601,21.96,102668.004481,102152.047,101636.089519,1.01,15.2,7.7,DOWN,False,False,COMPRESSION,False,False,True,1,102640.47,101548.12,103272.408838,102187.577392,103064.555902
BTC/USD,2025-11-09T03:00:00+00:00,101626.43,101956.59,101419.94,101769.55,0.0259,102147.765259,102268.578273,104670.505616,42.49,-80.697668,-45.998053,-34.699615,566.067701,22.91,102649.204665,102120.616,101592.027335,1.035,14.7,9.1,DOWN,False,False,COMPRESSION,False,False,True,1,102640.47,101419.94,103231.443561,102147.765259,102599.101552
BTC/USD,2025-11-09T04:00:00+00:00,101501.07,102115.74,101501.07,101991.88,0.1681,102132.919044,102257.72736,104643.852624,46.87,-82.591955,-53.316833,-29.275121,569.539294,23.13,102620.146012,102101.686,101583.225988,1.016,15.6,8.1,DOWN,False,False,COMPRESSION,False,False,True,1,102639.57,101419.94,103231.163516,102132.919044,102623.858941
BTC/USD,2025-11-09T05:00:00+00:00,101984.71,102041.05,101598.77,102018.52,0.0449,102122.023897,102248.346679,104617.729912,47.39,-81.009735,-58.855414,-22.154322,560.449344,23.33,102530.038795,102071.1105,101612.182205,0.899,14.4,6.1,DOWN,False,False,COMPRESSION,False,False,True,1,102636.89,101419.94,103198.899921,102122.023897,102832.554017
BTC/USD,2025-11-09T06:00:00+00:00,102011.49,102115.63,101753.28,101771.84,0.0641,102088.67305,102229.660143,104589.412599,43.2,-98.525093,-66.78935,-31.735744,546.299391,23.18,102506.002921,102043.891,101581.779079,0.906,12.7,6.4,DOWN,False,False,COMPRESSION,False,False,True,1,102636.89,101419.94,103130.331472,102088.67305,102837.969087
BTC/USD,2025-11-09T07:00:00+00:00,102070.72,102070.72,101750.0,101750.0,0.0053,102056.418474,102210.849941,104561.159738,42.83,-112.867381,-76.004956,-36.862426,530.186578,23.06,102498.300295,102022.9555,101547.610705,0.932,11.9,6.8,DOWN,False,False,COMPRESSION,False,False,True,1,102494.56,101419.94,103058.055053,102056.418474,102567.119866
BTC/USD,2025-11-09T08:00:00+00:00,102010.36,102063.87,101795.94,102047.55,0.0691,102055.573857,102204.446022,104536.148695,49.09,-99.081797,-80.620324,-18.461472,514.735393,22.95,102492.334407,102019.103,101545.871593,0.928,10.3,6.8,DOWN,False,False,COMPRESSION,False,False,True,1,102494.56,101419.94,103019.820779,102055.573857,102522.10309
BTC/USD,2025-11-09T09:00:00+00:00,102045.71,102115.51,101564.21,101564.21,0.0091,102008.777299,102179.338727,104506.577166,41.2,-125.709024,-89.638064,-36.07096,517.347151,23.54,102513.535004,102004.8135,101496.091996,0.997,10.7,8.1,DOWN,False,True,COMPRESSION,False,False,True,1,102494.56,101419.94,102986.859529,102008.777299,102823.570727
BTC/USD,2025-11-09T10:00:00+00:00,101562.77,101909.26,101526.28,101872.98,0.0354,101995.844223,102167.324659,104480.372219,47.05,-120.507006,-95.811853,-24.695154,507.749497,24.18,102511.896668,102009.0065,101506.116332,0.986,9.5,7.9,DOWN,False,True,COMPRESSION,False,False,True,1,102494.56,101419.94,102952.71423,101995.844223,102325.834246
BTC/USD,2025-11-09T11:00:00+00:00,101994.44,102335.37,101883.97,102322.17,0.2498,102026.922869,102173.397026,104458.89757,54.19,-79.225231,-92.494528,13.269297,504.509533,22.85,102547.781162,102032.185,101516.588838,1.011,9.3,8.7,DOWN,False,True,COMPRESSION,False,False,True,1,102494.56,101419.94,102980.583875,102026.922869,102629.7443
BTC/USD,2025-11-09T12:00:00+00:00,102340.54,102400.0,101935.31,101935.31,0.0541,102018.197833,102164.060279,104433.787246,48.17,-76.839735,-89.36357,12.523835,501.665281,21.37,102547.790363,102032.2225,101516.654637,1.011,8.9,8.7,DOWN,False,True,COMPRESSION,False,False,True,1,102494.56,101419.94,102969.430739,102018.197833,103074.667921
BTC/USD,2025-11-09T13:00:00+00:00,102379.06,102895.11,101951.68,102625.04,0.1066,102075.992325,102182.137916,104415.789761,57.29,-19.073894,-75.305634,56.231741,534.389189,21.23,102630.129854,102079.053,101527.976146,1.08,12.7,11.2,DOWN,False,True,COMPRESSION,False,False,True,1,102895.11,101501.07,103124.06194,102075.992325,102736.893784
