symbol,timestamp_utc,open,high,low,close,volume,ema20,ema50,ema200,rsi14,macd_line,macd_signal,macd_hist,atr14,adx14,bb_upper,bb_mid,bb_lower,bb_width_pct,atr_percentile,bb_width_percentile,ema_stack,higher_high_higher_low,lower_high_lower_low,regime,strong_uptrend,panic,compression,supertrend_dir_10_3,donchian_high20,donchian_low10,keltner_upper_20_10_2,keltner_mid20,atr_breakout_level_14_1p5
SOL/USD,2026-02-15T06:00:00+00:00,89.66,90.06,89.35,89.4,41.813,87.885041,85.793677,86.154862,69.63,1.098741,1.136058,-0.037317,0.823158,52.71,89.645279,88.0515,86.457721,3.62,21.7,39.2,MIXED,True,False,NEUTRAL,False,False,False,1,90.06,87.42,89.577015,87.885041,91.004737
SOL/USD,2026-02-15T07:00:00+00:00,89.47,90.87,89.45,90.79,51.08,88.161704,85.989611,86.200983,75.95,1.200006,1.148847,0.051158,0.869361,53.77,90.176707,88.226,86.275293,4.422,26.7,48.9,MIXED,True,False,NEUTRAL,False,False,False,1,90.87,87.53,89.97848,88.161704,90.704042
SOL/USD,2026-02-15T08:00:00+00:00,90.78,91.2,89.29,89.58,24.95,88.29678,86.13041,86.234605,63.56,1.169145,1.152907,0.016238,0.943693,54.91,90.236473,88.383,86.529527,4.194,36.8,46.4,MIXED,True,False,NEUTRAL,False,False,False,1,91.2,87.53,90.313879,88.29678,92.205539
SOL/USD,2026-02-15T09:00:00+00:00,89.82,90.5,89.82,89.85,142.161,88.444706,86.276277,86.270579,64.93,1.153181,1.152962,0.000219,0.942,55.97,90.281998,88.554,86.826002,3.903,36.3,42.0,UP,True,False,TREND_UP,True,False,False,1,91.2,87.53,90.444094,88.444706,90.993
SOL/USD,2026-02-15T10:00:00+00:00,90.0,90.0,89.18,89.58,36.835,88.552829,86.405834,86.303508,62.4,1.105993,1.143568,-0.037575,0.933286,55.4,90.346825,88.6695,86.992175,3.783,35.7,39.9,UP,True,False,TREND_UP,True,False,False,1,91.2,87.53,90.516279,88.552829,91.249929
SOL/USD,2026-02-15T11:00:00+00:00,89.43,89.77,89.09,89.09,5.428,88.603988,86.511096,86.331235,57.97,1.017331,1.118321,-0.10099,0.915194,54.67,90.344786,88.7495,87.154214,3.595,32.7,38.4,UP,True,False,TREND_UP,True,False,False,1,91.2,87.53,90.507093,88.603988,90.952791
SOL/USD,2026-02-15T12:00:00+00:00,89.26,89.35,87.4,87.4,146.04,88.489322,86.545955,86.341869,45.89,0.801458,1.054948,-0.25349,0.989109,51.11,90.394581,88.7125,87.030419,3.792,43.2,39.9,UP,True,False,NEUTRAL,False,False,False,-1,91.2,87.4,90.592117,88.489322,90.573663
SOL/USD,2026-02-15T13:00:00+00:00,87.73,88.34,86.9,87.11,48.609,88.357958,86.568074,86.349512,44.19,0.600059,0.96397,-0.363911,1.021315,47.73,90.465138,88.67,86.874862,4.049,47.3,44.3,UP,True,False,NEUTRAL,False,False,False,-1,91.2,86.9,90.538473,88.357958,88.931973
SOL/USD,2026-02-15T14:00:00+00:00,87.12,87.57,86.73,87.41,17.779,88.267677,86.601091,86.360064,46.4,0.459361,0.863048,-0.403687,1.008364,44.78,90.496855,88.641,86.785145,4.187,45.5,46.3,UP,True,False,NEUTRAL,False,False,False,-1,91.2,86.73,90.39814,88.267677,88.622546
SOL/USD,2026-02-15T15:00:00+00:00,87.37,87.64,87.27,87.27,3.311,88.17266,86.627323,86.369118,45.49,0.332725,0.756984,-0.424259,0.962767,41.94,90.536813,88.5945,86.652187,4.385,40.0,48.5,UP,True,False,NEUTRAL,False,False,False,-1,91.2,86.73,90.164077,88.17266,88.85415
SOL/USD,2026-02-15T16:00:00+00:00,87.39,87.65,86.96,87.65,39.742,88.122883,86.667428,86.381863,48.44,0.26003,0.657593,-0.397563,0.943283,39.7,90.546441,88.5685,86.590559,4.466,37.2,49.5,UP,True,False,NEUTRAL,False,False,False,-1,91.2,86.73,90.053158,88.122883,88.684925
SOL/USD,2026-02-15T17:00:00+00:00,87.7,87.75,85.7,86.47,174.257,87.965465,86.659685,86.38274,41.02,0.105981,0.547271,-0.441289,1.022335,38.89,90.661183,88.4935,86.325817,4.899,48.0,54.3,UP,True,False,NEUTRAL,False,False,False,-1,91.2,85.7,90.112713,87.965465,89.183502
SOL/USD,2026-02-15T18:00:00+00:00,86.44,86.75,86.04,86.17,204.211,87.794469,86.640482,86.380624,39.37,-0.039852,0.429846,-0.469698,1.000025,38.14,90.755733,88.367,85.978267,5.406,44.7,59.5,UP,True,False,NEUTRAL,False,False,False,-1,91.2,85.7,89.868992,87.794469,87.970037
SOL/USD,2026-02-15T19:00:00+00:00,86.32,86.32,85.32,85.42,90.24,87.568329,86.59262,86.371065,35.52,-0.213483,0.30118,-0.514664,1.000023,38.04,90.945763,88.2335,85.521237,6.148,44.7,68.3,UP,True,False,NEUTRAL,False,False,False,-1,91.2,85.32,89.6354,87.568329,87.670035
SOL/USD,2026-02-15T20:00:00+00:00,85.25,86.01,84.96,85.78,193.902,87.398012,86.560753,86.365184,38.62,-0.318368,0.177271,-0.495639,1.003593,38.21,91.026523,88.111,85.195477,6.618,45.5,72.3,UP,True,False,NEUTRAL,False,False,False,-1,91.2,84.96,89.468375,87.398012,86.925389
SOL/USD,2026-02-15T21:00:00+00:00,86.02,86.34,85.88,86.2,83.63,87.283915,86.546605,86.36354,42.12,-0.363411,0.069134,-0.432545,0.971908,37.82,91.040444,88.0095,84.978556,6.888,41.3,73.6,UP,True,False,NEUTRAL,False,False,False,-1,91.2,84.96,89.259243,87.283915,87.237862
SOL/USD,2026-02-15T22:00:00+00:00,86.19,86.71,86.01,86.4,90.794,87.199733,86.540856,86.363903,43.77,-0.378605,-0.020414,-0.358192,0.952486,36.86,91.038959,87.928,84.817041,7.076,39.1,75.3,UP,True,False,NEUTRAL,False,False,False,-1,91.2,84.96,89.117528,87.199733,87.628729
SOL/USD,2026-02-15T23:00:00+00:00,86.23,86.23,85.22,86.17,597.006,87.101663,86.526313,86.361974,42.28,-0.404542,-0.097239,-0.307303,0.968737,36.65,91.00432,87.813,84.62168,7.268,41.3,77.2,UP,False,False,NEUTRAL,False,False,False,-1,91.2,84.96,89.063678,87.101663,87.853105
SOL/USD,2026-02-16T00:00:00+00:00,86.06,86.48,85.73,86.2,20.191,87.01579,86.513516,86.360362,42.55,-0.41786,-0.161363,-0.256497,0.953113,36.07,90.920351,87.6855,84.450649,7.378,39.2,77.6,UP,False,False,NEUTRAL,False,False,False,-1,91.2,84.96,88.931604,87.01579,87.599669
SOL/USD,2026-02-16T01:00:00+00:00,86.24,86.24,85.44,85.69,53.944,86.889525,86.481221,86.353692,39.15,-0.464216,-0.221934,-0.242282,0.942176,35.77,90.679182,87.4815,84.283818,7.311,36.7,77.1,UP,False,False,NEUTRAL,False,False,False,-1,91.2,84.96,88.773757,86.889525,87.613264
SOL/USD,2026-02-16T02:00:00+00:00,85.83,86.14,85.32,85.38,28.764,86.74576,86.438036,86.344003,37.2,-0.519974,-0.281542,-0.238432,0.933449,35.6,90.475918,87.2805,84.085082,7.322,36.0,77.1,UP,False,False,NEUTRAL,False,False,False,-1,91.2,84.96,88.60557,86.74576,87.090174
SOL/USD,2026-02-16T03:00:00+00:00,85.46,85.55,84.91,85.12,30.9,86.590926,86.386349,86.331824,35.6,-0.578474,-0.340928,-0.237546,0.912489,35.78,89.88827,86.997,84.10573,6.647,32.4,71.7,UP,False,False,NEUTRAL,False,False,False,-1,91.2,84.91,88.392754,86.590926,86.748733
SOL/USD,2026-02-16T04:00:00+00:00,85.13,85.59,85.13,85.33,11.53,86.470838,86.344923,86.321856,37.92,-0.600963,-0.392935,-0.208028,0.880882,35.88,89.504834,86.7845,84.064166,6.269,28.1,67.9,UP,False,True,NEUTRAL,False,False,False,-1,90.5,84.91,88.186483,86.470838,86.441323
SOL/USD,2026-02-16T05:00:00+00:00,85.82,85.82,84.58,84.68,46.063,86.300282,86.279632,86.305519,33.85,-0.663586,-0.447065,-0.21652,0.906534,36.42,89.003752,86.526,84.048248,5.727,31.9,61.9,MIXED,False,True,NEUTRAL,False,False,False,-1,90.0,84.58,88.092363,86.300282,86.6898
SOL/USD,2026-02-16T06:00:00+00:00,84.88,85.19,84.78,85.16,5.868,86.191684,86.235725,86.294121,39.05,-0.666796,-0.491012,-0.175785,0.87821,36.93,88.414905,86.305,84.195095,4.889,27.9,52.4,DOWN,False,True,TREND_DOWN,False,False,False,-1,89.77,84.58,87.906556,86.191684,85.997315
SOL/USD,2026-02-16T07:00:00+00:00,84.88,85.44,84.88,85.07,38.255,86.084857,86.19001,86.28194,38.44,-0.668893,-0.526588,-0.142305,0.85548,36.88,87.848676,86.104,84.359324,4.052,25.1,42.1,DOWN,False,True,TREND_DOWN,False,False,False,-1,89.35,84.58,87.740242,86.084857,86.443221
SOL/USD,2026-02-16T08:00:00+00:00,85.33,85.43,85.21,85.43,13.568,86.022489,86.160206,86.273463,42.33,-0.634194,-0.548109,-0.086085,0.820089,36.84,87.66683,86.0055,84.34417,3.863,21.2,39.3,DOWN,False,True,TREND_DOWN,False,False,False,-1,88.34,84.58,87.584336,86.022489,86.300133
SOL/USD,2026-02-16T09:00:00+00:00,85.52,86.2,85.52,86.02,14.245,86.022252,86.154708,86.270941,48.1,-0.552716,-0.549031,-0.003686,0.816511,35.31,87.533465,85.951,84.368535,3.682,20.9,37.1,DOWN,False,True,TREND_DOWN,False,False,False,-1,87.75,84.58,87.581914,86.022252,86.654767
SOL/USD,2026-02-16T10:00:00+00:00,85.9,86.01,85.64,85.8,2.101,86.001085,86.140797,86.266255,46.24,-0.500131,-0.539251,0.03912,0.785332,33.89,87.304759,85.8705,84.436241,3.341,18.7,34.0,DOWN,False,True,TREND_DOWN,False,False,False,-1,87.75,84.58,87.480781,86.001085,87.197998
SOL/USD,2026-02-16T11:00:00+00:00,85.59,85.7,84.57,85.6,21.533,85.962887,86.11959,86.259626,44.56,-0.469187,-0.525238,0.056051,0.817094,33.76,87.07235,85.787,84.50165,2.997,21.3,30.0,DOWN,False,True,COMPRESSION,False,False,True,-1,87.75,84.57,87.540613,85.962887,87.025641
SOL/USD,2026-02-16T12:00:00+00:00,85.46,86.36,85.46,86.16,49.407,85.981659,86.121174,86.258635,50.05,-0.394924,-0.499175,0.104251,0.823016,32.55,86.694129,85.7125,84.730871,2.291,22.3,18.1,DOWN,False,True,COMPRESSION,False,False,True,-1,87.75,84.57,87.581613,85.981659,86.834524
SOL/USD,2026-02-16T13:00:00+00:00,86.44,86.86,83.91,84.22,98.627,85.813882,86.046619,86.23835,36.54,-0.486997,-0.496739,0.009742,0.974943,32.78,86.715222,85.6,84.484778,2.606,42.9,21.3,DOWN,False,True,TREND_DOWN,False,False,False,-1,86.86,83.91,87.843841,85.813882,87.622415
SOL/USD,2026-02-16T14:00:00+00:00,84.18,84.65,83.58,84.13,343.68,85.653513,85.971457,86.217371,36.06,-0.560765,-0.509544,-0.05122,0.981733,33.21,86.750719,85.498,84.245281,2.93,43.9,27.3,DOWN,False,True,TREND_DOWN,False,False,False,-1,86.86,83.58,87.694475,85.653513,85.692599
SOL/USD,2026-02-16T15:00:00+00:00,84.18,84.52,82.67,83.31,95.048,85.430321,85.867086,86.188442,31.89,-0.677582,-0.543152,-0.13443,1.043752,34.17,86.96763,85.3925,83.81737,3.689,52.1,37.2,DOWN,False,True,REVERSAL,False,False,False,-1,86.86,82.67,87.637187,85.430321,85.695628
SOL/USD,2026-02-16T16:00:00+00:00,83.54,84.08,83.33,83.98,117.741,85.292195,85.793083,86.166467,38.17,-0.707937,-0.576109,-0.131828,1.024198,35.07,86.981081,85.3025,83.623919,3.936,49.6,40.3,DOWN,False,True,TREND_DOWN,False,False,False,-1,86.86,82.67,87.432375,85.292195,84.846297
SOL/USD,2026-02-16T17:00:00+00:00,84.12,84.72,84.01,84.4,17.011,85.207224,85.738452,86.148891,41.8,-0.690147,-0.598917,-0.09123,1.003898,34.91,86.881942,85.2125,83.543058,3.918,46.3,40.1,DOWN,False,True,TREND_DOWN,False,False,False,-1,86.86,82.67,87.281386,85.207224,85.485848
SOL/USD,2026-02-16T18:00:00+00:00,84.59,84.95,84.59,84.59,80.904,85.148441,85.693415,86.133379,43.41,-0.653187,-0.609771,-0.043417,0.971477,34.42,86.718792,85.122,83.525208,3.752,41.6,37.3,DOWN,False,True,TREND_DOWN,False,False,False,-1,86.86,82.67,87.125186,85.148441,85.857216
SOL/USD,2026-02-16T19:00:00+00:00,84.58,85.07,84.28,84.8,24.255,85.115256,85.658379,86.120112,45.22,-0.600035,-0.607824,0.007789,0.958514,34.23,86.580605,85.0535,83.526395,3.591,39.5,35.9,DOWN,False,True,TREND_DOWN,False,False,False,-1,86.86,82.67,87.052327,85.115256,86.027772
SOL/USD,2026-02-16T20:00:00+00:00,84.63,85.41,84.5,85.41,20.493,85.143327,85.648639,86.113046,50.21,-0.502892,-0.586837,0.083945,0.955049,33.53,86.459108,85.014,83.568892,3.4,39.1,34.3,DOWN,False,True,TREND_DOWN,False,False,False,-1,86.86,82.67,87.068691,85.143327,86.232574
SOL/USD,2026-02-16T21:00:00+00:00,85.22,86.02,85.21,86.02,8.153,85.22682,85.663202,86.11212,54.65,-0.372391,-0.543948,0.171557,0.944688,32.04,86.513153,85.0305,83.547847,3.487,37.3,35.1,DOWN,False,True,TREND_DOWN,False,False,False,-1,86.86,82.67,87.121647,85.22682,86.827033
SOL/USD,2026-02-16T22:00:00+00:00,86.13,86.2,85.86,85.86,40.646,85.287122,85.670919,86.109612,53.31,-0.278666,-0.490892,0.212225,0.901496,30.41,86.574085,85.0545,83.534915,3.573,30.5,35.7,DOWN,False,True,TREND_DOWN,False,False,False,-1,86.86,82.67,87.060467,85.287122,87.372245
SOL/USD,2026-02-16T23:00:00+00:00,85.72,86.59,85.69,86.59,17.537,85.411206,85.706962,86.114392,58.34,-0.143826,-0.421478,0.277652,0.90139,28.41,86.78879,85.128,83.46721,3.902,30.5,39.7,DOWN,False,True,TREND_DOWN,False,False,False,-1,86.86,82.67,87.187216,85.411206,87.212084
SOL/USD,2026-02-17T00:00:00+00:00,86.47,87.06,86.36,86.55,28.381,85.519663,85.740022,86.118726,57.97,-0.039734,-0.34513,0.305396,0.887005,26.77,86.960891,85.189,83.417109,4.16,28.8,43.6,DOWN,False,True,TREND_DOWN,False,False,False,-1,87.06,82.67,87.258072,85.519663,87.920507
SOL/USD,2026-02-17T01:00:00+00:00,86.86,87.05,86.23,86.24,29.046,85.588266,85.759629,86.119933,55.07,0.017543,-0.272595,0.290138,0.882219,25.09,87.079281,85.267,83.454719,4.251,28.3,44.9,DOWN,False,True,TREND_DOWN,False,False,False,-1,87.06,83.33,87.316834,85.588266,87.873328
SOL/USD,2026-02-17T02:00:00+00:00,86.24,87.62,85.8,87.41,53.771,85.761765,85.824349,86.132769,62.67,0.155552,-0.186966,0.342518,0.949203,24.18,87.41664,85.3795,83.34236,4.772,38.8,50.9,DOWN,False,True,TREND_DOWN,False,False,False,1,87.62,84.01,87.681476,85.761765,87.663804
SOL/USD,2026-02-17T03:00:00+00:00,87.33,87.35,86.43,86.43,172.019,85.825406,85.8481,86.135727,54.37,0.183729,-0.112827,0.296556,0.951403,23.34,87.529085,85.4475,83.365915,4.872,39.1,52.3,DOWN,False,True,TREND_DOWN,False,False,False,1,87.62,84.28,87.749146,85.825406,88.837104
SOL/USD,2026-02-17T04:00:00+00:00,86.39,86.5,86.15,86.34,66.42,85.874415,85.867391,86.137759,53.67,0.196532,-0.050955,0.247487,0.908445,22.15,87.610537,85.493,83.375463,4.954,32.0,53.1,MIXED,False,True,NEUTRAL,False,False,False,1,87.62,84.28,87.675781,85.874415,87.792668
SOL/USD,2026-02-17T05:00:00+00:00,86.46,86.46,85.53,86.22,54.338,85.907328,85.881218,86.138578,52.69,0.194751,-0.001814,0.196564,0.909985,20.93,87.632254,85.503,83.373746,4.981,32.1,53.2,MIXED,False,True,NEUTRAL,False,False,False,1,87.62,84.5,87.714558,85.907328,87.704978
SOL/USD,2026-02-17T06:00:00+00:00,86.41,86.68,86.41,86.59,5.999,85.972344,85.909014,86.143069,55.39,0.220651,0.042679,0.177972,0.877843,19.49,87.721067,85.5425,83.363933,5.094,27.6,54.1,MIXED,False,True,RANGE,False,False,False,1,87.62,85.21,87.690851,85.972344,87.536765
SOL/USD,2026-02-17T07:00:00+00:00,86.52,86.52,86.23,86.23,9.127,85.996883,85.921602,86.143934,52.26,0.209711,0.076086,0.133625,0.840854,18.4,87.773103,85.574,83.374897,5.14,23.3,54.7,MIXED,False,True,RANGE,False,False,False,1,87.62,85.53,87.615539,85.996883,87.851282
SOL/USD,2026-02-17T08:00:00+00:00,86.62,86.62,86.02,86.16,113.045,86.012418,85.93095,86.144094,51.65,0.193166,0.099502,0.093664,0.823651,17.67,87.773103,85.574,83.374897,5.14,21.9,54.7,MIXED,False,True,RANGE,False,False,False,1,87.62,85.53,87.589208,86.012418,87.465476
SOL/USD,2026-02-17T09:00:00+00:00,86.17,86.17,85.74,85.85,4.744,85.99695,85.927776,86.141168,48.93,0.153272,0.110256,0.043017,0.795533,17.36,87.766912,85.6555,83.544088,4.93,18.5,52.1,MIXED,False,False,RANGE,False,False,False,1,87.62,85.53,87.502061,85.99695,87.353299
SOL/USD,2026-02-17T10:00:00+00:00,85.65,85.65,85.05,85.05,4.315,85.906764,85.893353,86.13031,42.67,0.056452,0.099495,-0.043043,0.795852,17.87,87.715821,85.7015,83.687179,4.701,18.5,49.3,MIXED,False,False,RANGE,False,False,False,1,87.62,85.05,87.421364,85.906764,87.043778
SOL/USD,2026-02-17T11:00:00+00:00,84.96,85.13,84.91,85.13,2.539,85.832786,85.863418,86.120357,43.45,-0.013665,0.076863,-0.090528,0.754719,18.49,87.508843,85.7925,84.076157,4.001,14.7,40.0,DOWN,True,False,RANGE,False,False,False,1,87.62,84.91,87.239927,85.832786,86.182079
SOL/USD,2026-02-17T12:00:00+00:00,85.17,85.43,84.62,84.68,11.74,85.722997,85.817009,86.106025,40.15,-0.104342,0.040622,-0.144964,0.758668,18.53,87.418548,85.8275,84.236452,3.708,14.9,35.2,DOWN,True,False,RANGE,False,False,False,1,87.62,84.62,87.151423,85.722997,86.268002
SOL/USD,2026-02-17T13:00:00+00:00,84.58,85.44,84.46,85.2,13.779,85.673188,85.792813,86.09701,45.32,-0.132715,0.005955,-0.13867,0.774477,18.76,87.34947,85.8675,84.38553,3.452,16.8,32.9,DOWN,True,False,RANGE,False,False,False,1,87.62,84.46,87.154771,85.673188,85.841716
SOL/USD,2026-02-17T14:00:00+00:00,84.87,85.36,83.19,83.19,28.726,85.436694,85.690742,86.068085,33.33,-0.313774,-0.057991,-0.255783,0.874158,20.2,87.609691,85.7975,83.985309,4.224,27.5,43.2,DOWN,True,False,TREND_DOWN,False,False,False,-1,87.62,83.19,87.204119,85.436694,86.511237
SOL/USD,2026-02-17T15:00:00+00:00,83.41,83.83,82.92,83.58,134.845,85.259866,85.607968,86.043328,36.82,-0.420942,-0.130581,-0.290361,0.876718,21.75,87.749858,85.7365,83.723142,4.697,27.6,49.2,DOWN,True,False,TREND_DOWN,False,False,False,-1,87.62,82.92,87.032549,85.259866,84.505077
SOL/USD,2026-02-17T16:00:00+00:00,84.58,85.41,84.15,84.49,27.279,85.186545,85.564126,86.027872,44.17,-0.427517,-0.189968,-0.237548,0.944809,20.83,87.772465,85.6905,83.608535,4.859,38.4,51.1,DOWN,True,False,TREND_DOWN,False,False,False,-1,87.62,82.92,87.14796,85.186545,84.997214
SOL/USD,2026-02-17T17:00:00+00:00,84.12,84.25,83.23,83.51,58.221,85.026874,85.483572,86.002818,38.92,-0.505972,-0.253169,-0.252803,0.967323,20.81,87.845522,85.565,83.284478,5.331,41.7,56.9,DOWN,True,False,TREND_DOWN,False,False,False,-1,87.62,82.92,87.044147,85.026874,85.940985
SOL/USD,2026-02-17T18:00:00+00:00,83.61,85.37,83.61,85.37,9.981,85.059553,85.479118,85.996521,50.86,-0.413298,-0.285195,-0.128103,1.031086,19.56,87.818345,85.5405,83.262655,5.326,51.1,56.8,DOWN,True,False,RANGE,False,False,False,-1,87.62,82.92,87.247099,85.059553,85.056629
SOL/USD,2026-02-17T19:00:00+00:00,85.17,85.65,84.71,84.98,86.95,85.051976,85.459545,85.986407,48.71,-0.367091,-0.301574,-0.065517,1.02458,18.2,87.69723,85.46,83.22277,5.236,49.9,54.9,DOWN,True,False,RANGE,False,False,False,-1,87.62,82.92,87.208768,85.051976,86.906869
SOL/USD,2026-02-17T20:00:00+00:00,84.93,85.14,84.77,85.13,5.472,85.059407,85.446621,85.977885,49.59,-0.31474,-0.304207,-0.010532,0.977824,16.94,87.572849,85.389,83.205151,5.115,43.6,53.9,DOWN,True,False,RANGE,False,False,False,-1,87.62,82.92,87.074519,85.059407,86.446736
SOL/USD,2026-02-17T21:00:00+00:00,85.13,85.37,84.94,85.08,10.872,85.061368,85.432244,85.968951,49.29,-0.274126,-0.298191,0.024065,0.938694,16.01,87.482743,85.331,83.179257,5.043,36.4,52.7,DOWN,True,False,RANGE,False,False,False,-1,87.62,82.92,86.960969,85.061368,86.53804
SOL/USD,2026-02-17T22:00:00+00:00,85.25,85.45,85.05,85.05,20.577,85.060286,85.417254,85.959807,49.09,-0.241575,-0.286868,0.045293,0.900215,15.23,87.143193,85.213,83.282807,4.53,29.9,46.3,DOWN,False,False,RANGE,False,False,False,-1,87.35,82.92,86.849927,85.060286,86.430323
SOL/USD,2026-02-17T23:00:00+00:00,84.97,85.35,84.92,85.21,107.29,85.074544,85.409127,85.952347,50.22,-0.200555,-0.269605,0.06905,0.866629,14.35,86.999848,85.152,83.304152,4.34,25.2,43.5,DOWN,False,False,RANGE,False,False,False,-1,86.68,82.92,86.771221,85.074544,86.349943
SOL/USD,2026-02-18T00:00:00+00:00,85.1,85.39,84.85,84.85,24.155,85.053159,85.3872,85.941378,47.66,-0.19485,-0.254654,0.059804,0.843298,13.44,86.846204,85.0775,83.308796,4.158,22.4,40.8,DOWN,False,False,RANGE,False,False,False,-1,86.68,82.92,86.688168,85.053159,86.474947
SOL/USD,2026-02-18T01:00:00+00:00,84.58,84.58,84.0,84.13,71.97,84.965239,85.337898,85.923354,42.94,-0.245596,-0.252842,0.007247,0.843777,13.38,86.705952,84.973,83.240048,4.079,22.4,40.1,DOWN,False,False,RANGE,False,False,False,-1,86.68,83.23,86.606747,84.965239,86.115665
SOL/USD,2026-02-18T02:00:00+00:00,84.26,84.97,84.26,84.69,58.05,84.939026,85.31249,85.911082,47.31,-0.237882,-0.24985,0.011968,0.843507,12.8,86.446472,84.878,83.309528,3.696,22.3,33.3,DOWN,False,False,RANGE,False,False,False,-1,86.62,83.23,86.584383,84.939026,85.39526
SOL/USD,2026-02-18T03:00:00+00:00,84.68,85.41,84.53,85.41,56.923,84.983881,85.316314,85.906096,52.36,-0.171692,-0.234219,0.062527,0.846114,12.05,86.301378,84.837,83.372622,3.452,22.8,31.2,DOWN,False,False,RANGE,False,False,False,-1,86.62,83.61,86.640702,84.983881,85.95917
SOL/USD,2026-02-18T04:00:00+00:00,85.38,85.44,85.08,85.08,4.54,84.993035,85.307047,85.897876,50.0,-0.144202,-0.216215,0.072013,0.811391,11.39,86.122584,84.783,83.443416,3.16,18.1,27.5,DOWN,False,False,COMPRESSION,False,False,True,-1,86.17,84.0,86.556174,84.993035,86.627087
SOL/USD,2026-02-18T05:00:00+00:00,85.1,85.22,84.84,84.94,110.828,84.987984,85.292653,85.888345,48.99,-0.132189,-0.19941,0.067221,0.780578,10.7,85.987874,84.7375,83.487126,2.951,15.1,23.2,DOWN,False,False,COMPRESSION,False,False,True,-1,85.65,84.0,86.470809,84.987984,86.250866
SOL/USD,2026-02-18T06:00:00+00:00,84.95,85.11,84.88,85.11,2.013,84.999604,85.28549,85.8806,50.3,-0.107709,-0.18107,0.073361,0.741251,10.05,85.994142,84.7405,83.486858,2.959,11.2,23.5,DOWN,False,False,COMPRESSION,False,False,True,-1,85.65,84.0,86.380147,84.999604,86.051876
SOL/USD,2026-02-18T07:00:00+00:00,84.92,84.92,84.68,84.83,15.245,84.983452,85.267628,85.870147,48.1,-0.109639,-0.166784,0.057145,0.719018,9.73,85.967264,84.7255,83.483736,2.931,8.9,22.7,DOWN,False,True,COMPRESSION,False,False,True,-1,85.65,84.0,86.31194,84.983452,86.188528
SOL/USD,2026-02-18T08:00:00+00:00,85.63,86.02,85.45,85.45,238.985,85.027885,85.27478,85.865966,53.0,-0.060443,-0.145515,0.085073,0.75266,10.1,86.044865,84.764,83.483135,3.022,12.1,25.3,DOWN,False,True,COMPRESSION,False,False,True,-1,86.02,84.0,86.461525,85.027885,85.95899
SOL/USD,2026-02-18T09:00:00+00:00,85.57,85.57,85.43,85.43,1.599,85.066182,85.280867,85.861628,52.83,-0.022805,-0.120973,0.098168,0.708899,10.4,86.0758,84.7755,83.4752,3.068,8.0,26.3,DOWN,False,True,COMPRESSION,False,False,True,-1,86.02,84.0,86.384457,85.066182,86.513348
SOL/USD,2026-02-18T10:00:00+00:00,85.34,85.45,84.43,84.43,325.986,85.005593,85.247499,85.847383,44.92,-0.072829,-0.111345,0.038515,0.73112,10.01,85.931353,84.8375,83.743647,2.579,9.9,16.9,DOWN,False,True,COMPRESSION,False,False,True,-1,86.02,84.0,86.396041,85.005593,86.52668
SOL/USD,2026-02-18T11:00:00+00:00,84.16,84.2,82.91,82.91,29.811,84.806013,85.155833,85.818155,36.08,-0.232445,-0.135565,-0.096881,0.787469,11.12,86.076327,84.804,83.531673,3.001,16.0,24.8,DOWN,False,True,COMPRESSION,False,False,True,-1,86.02,82.91,86.361416,84.806013,85.611203
SOL/USD,2026-02-18T12:00:00+00:00,82.85,83.29,82.41,82.9,44.404,84.624488,85.067369,85.789119,36.03,-0.35565,-0.179582,-0.176068,0.794078,12.53,86.240699,84.7245,83.208301,3.579,16.1,32.1,DOWN,False,True,RANGE,False,False,False,-1,86.02,82.41,86.200351,84.624488,84.101117
SOL/USD,2026-02-18T13:00:00+00:00,82.96,83.25,82.37,82.49,97.662,84.421203,84.966295,85.756292,33.95,-0.480831,-0.239831,-0.240999,0.800215,13.86,86.403255,84.6735,82.943745,4.086,17.3,40.3,DOWN,False,True,RANGE,False,False,False,-1,86.02,82.37,86.01548,84.421203,84.100323
SOL/USD,2026-02-18T14:00:00+00:00,82.78,82.87,81.88,82.36,78.651,84.224898,84.864088,85.722498,33.29,-0.583798,-0.308625,-0.275173,0.813771,15.47,86.491473,84.523,82.554527,4.658,18.4,47.9,DOWN,False,True,RANGE,False,False,False,-1,86.02,81.88,85.857747,84.224898,83.710657
SOL/USD,2026-02-18T15:00:00+00:00,82.7,83.87,82.64,83.02,152.143,84.110146,84.791771,85.695608,39.68,-0.605168,-0.367933,-0.237234,0.863502,15.59,86.485704,84.425,82.364296,4.882,24.7,50.8,DOWN,False,True,RANGE,False,False,False,-1,86.02,81.88,85.88171,84.110146,83.655253
SOL/USD,2026-02-18T16:00:00+00:00,83.08,83.08,82.13,82.21,57.602,83.92918,84.690525,85.660925,35.22,-0.679629,-0.430272,-0.249357,0.86968,16.13,86.524679,84.279,82.033321,5.329,25.5,56.8,DOWN,False,True,RANGE,False,False,False,-1,86.02,81.88,85.713587,83.92918,84.324521
SOL/USD,2026-02-18T17:00:00+00:00,82.66,82.92,82.11,82.18,42.235,83.762591,84.592073,85.626289,35.06,-0.732616,-0.490741,-0.241875,0.865418,16.65,86.523941,84.134,81.744059,5.681,24.8,60.9,DOWN,False,True,RANGE,False,False,False,-1,86.02,81.88,85.530558,83.762591,83.508126
